Month,Year,State,PWSTATE,STMIN,TIPMIN
8,2010,23,42,7.25,2.83
9,2010,23,42,7.25,2.83
10,2010,23,42,7.25,2.83
11,2010,23,42,7.25,2.83
12,2010,23,42,7.25,2.83
1,2011,23,42,7.25,2.83
2,2011,23,42,7.25,2.83
3,2011,23,42,7.25,2.83
4,2011,23,42,7.25,2.83
5,2011,23,42,7.25,2.83
6,2011,23,42,7.25,2.83
7,2011,23,42,7.25,2.83
8,2011,23,42,7.25,2.83
9,2011,23,42,7.25,2.83
10,2011,23,42,7.25,2.83
11,2011,23,42,7.25,2.83
12,2011,23,42,7.25,2.83
1,2012,23,42,7.25,2.83
2,2012,23,42,7.25,2.83
3,2012,23,42,7.25,2.83
4,2012,23,42,7.25,2.83
5,2012,23,42,7.25,2.83
6,2012,23,42,7.25,2.83
7,2012,23,42,7.25,2.83
8,2012,23,42,7.25,2.83
9,2012,23,42,7.25,2.83
10,2012,23,42,7.25,2.83
11,2012,23,42,7.25,2.83
12,2012,23,42,7.25,2.83
1,2013,23,42,7.25,2.83
2,2013,23,42,7.25,2.83
3,2013,23,42,7.25,2.83
4,2013,23,42,7.25,2.83
5,2013,23,42,7.25,2.83
6,2013,23,42,7.25,2.83
7,2013,23,42,7.25,2.83
8,2013,23,42,7.25,2.83
9,2013,23,42,7.25,2.83
10,2013,23,42,7.25,2.83
11,2013,23,42,7.25,2.83
12,2013,23,42,7.25,2.83
1,2014,23,42,7.25,2.83
2,2014,23,42,7.25,2.83
3,2014,23,42,7.25,2.83
4,2014,23,42,7.25,2.83
5,2014,23,42,7.25,2.83
6,2014,23,42,7.25,2.83
7,2014,23,42,7.25,2.83
8,2014,23,42,7.25,2.83
9,2014,23,42,7.25,2.83
10,2014,23,42,7.25,2.83
11,2014,23,42,7.25,2.83
12,2014,23,42,7.25,2.83
1,2015,23,42,7.25,2.83
2,2015,23,42,7.25,2.83
3,2015,23,42,7.25,2.83
4,2015,23,42,7.25,2.83
5,2015,23,42,7.25,2.83
6,2015,23,42,7.25,2.83
7,2015,23,42,7.25,2.83
8,2015,23,42,7.25,2.83
9,2015,23,42,7.25,2.83
10,2015,23,42,7.25,2.83
11,2015,23,42,7.25,2.83
12,2015,23,42,7.25,2.83
1,2016,23,42,7.25,2.83
2,2016,23,42,7.25,2.83
3,2016,23,42,7.25,2.83
4,2016,23,42,7.25,2.83
5,2016,23,42,7.25,2.83
6,2016,23,42,7.25,2.83
7,2016,23,42,7.25,2.83
8,2016,23,42,7.25,2.83
9,2016,23,42,7.25,2.83
10,2016,23,42,7.25,2.83
11,2016,23,42,7.25,2.83
12,2016,23,42,7.25,2.83
1,2017,23,42,7.25,2.83
2,2017,23,42,7.25,2.83
3,2017,23,42,7.25,2.83
4,2017,23,42,7.25,2.83
5,2017,23,42,7.25,2.83
6,2017,23,42,7.25,2.83
7,2017,23,42,7.25,2.83
8,2017,23,42,7.25,2.83
9,2017,23,42,7.25,2.83
10,2017,23,42,7.25,2.83
11,2017,23,42,7.25,2.83
12,2017,23,42,7.25,2.83
1,2018,23,42,7.25,2.83
2,2018,23,42,7.25,2.83
3,2018,23,42,7.25,2.83
4,2018,23,42,7.25,2.83
5,2018,23,42,7.25,2.83
6,2018,23,42,7.25,2.83
7,2018,23,42,7.25,2.83
8,2018,23,42,7.25,2.83
9,2018,23,42,7.25,2.83
10,2018,23,42,7.25,2.83
11,2018,23,42,7.25,2.83
12,2018,23,42,7.25,2.83
1,2019,23,42,7.25,2.83
2,2019,23,42,7.25,2.83
3,2019,23,42,7.25,2.83
4,2019,23,42,7.25,2.83
5,2019,23,42,7.25,2.83
6,2019,23,42,7.25,2.83
7,2019,23,42,7.25,2.83
8,2019,23,42,7.25,2.83
9,2019,23,42,7.25,2.83
10,2019,23,42,7.25,2.83
11,2019,23,42,7.25,2.83
12,2019,23,42,7.25,2.83
1,2020,23,42,7.25,2.83
2,2020,23,42,7.25,2.83
3,2020,23,42,7.25,2.83
4,2020,23,42,7.25,2.83
5,2020,23,42,7.25,2.83
6,2020,23,42,7.25,2.83
7,2020,23,42,7.25,2.83
8,2020,23,42,7.25,2.83
9,2020,23,42,7.25,2.83
10,2020,23,42,7.25,2.83
11,2020,23,42,7.25,2.83
12,2020,23,42,7.25,2.83
1,2021,23,42,7.25,2.83
2,2021,23,42,7.25,2.83
3,2021,23,42,7.25,2.83
4,2021,23,42,7.25,2.83
5,2021,23,42,7.25,2.83
6,2021,23,42,7.25,2.83
7,2021,23,42,7.25,2.83
8,2021,23,42,7.25,2.83
9,2021,23,42,7.25,2.83
10,2021,23,42,7.25,2.83
11,2021,23,42,7.25,2.83
12,2021,23,42,7.25,2.83
1,2022,23,42,7.25,2.83
2,2022,23,42,7.25,2.83
3,2022,23,42,7.25,2.83
4,2022,23,42,7.25,2.83
5,2022,23,42,7.25,2.83
6,2022,23,42,7.25,2.83
7,2022,23,42,7.25,2.83
8,2022,23,42,7.25,2.83
9,2022,23,42,7.25,2.83
10,2022,23,42,7.25,2.83
11,2022,23,42,7.25,2.83
12,2022,23,42,7.25,2.83
1,2023,23,42,7.25,2.83
2,2023,23,42,7.25,2.83
3,2023,23,42,7.25,2.83
4,2023,23,42,7.25,2.83
5,2023,23,42,7.25,2.83
6,2023,23,42,7.25,2.83
7,2023,23,42,7.25,2.83
8,2023,23,42,7.25,2.83
9,2023,23,42,7.25,2.83
10,2023,23,42,7.25,2.83
11,2023,23,42,7.25,2.83
12,2023,23,42,7.25,2.83
1,2024,23,42,7.25,2.83
2,2024,23,42,7.25,2.83
3,2024,23,42,7.25,2.83
4,2024,23,42,7.25,2.83
5,2024,23,42,7.25,2.83
6,2024,23,42,7.25,2.83
7,2024,23,42,7.25,2.83
8,2024,23,42,7.25,2.83
9,2024,23,42,7.25,2.83
10,2024,23,42,7.25,2.83
11,2024,23,42,7.25,2.83
12,2024,23,42,7.25,2.83
1,2025,23,42,7.25,2.83
2,2025,23,42,7.25,2.83
3,2025,23,42,7.25,2.83
4,2025,23,42,7.25,2.83
5,2025,23,42,7.25,2.83
6,2025,23,42,7.25,2.83
7,2025,23,42,7.25,2.83
8,2025,23,42,7.25,2.83
9,2025,23,42,7.25,2.83
10,2025,23,42,7.25,2.83
11,2025,23,42,7.25,2.83
12,2025,23,42,7.25,2.83
1,2026,23,42,7.25,2.83
2,2026,23,42,7.25,2.83
3,2026,23,42,7.25,2.83
4,2026,23,42,7.25,2.83
5,2026,23,42,7.25,2.83
6,2026,23,42,7.25,2.83
7,2026,23,42,7.25,2.83
8,2026,23,42,7.25,2.83
9,2026,23,42,7.25,2.83
10,2026,23,42,7.25,2.83
11,2026,23,42,7.25,2.83
12,2026,23,42,7.25,2.83
1,2027,23,42,7.25,2.83
2,2027,23,42,7.25,2.83
3,2027,23,42,7.25,2.83
4,2027,23,42,7.25,2.83
5,2027,23,42,7.25,2.83
6,2027,23,42,7.25,2.83
7,2027,23,42,7.25,2.83
8,2027,23,42,7.25,2.83
9,2027,23,42,7.25,2.83
10,2027,23,42,7.25,2.83
11,2027,23,42,7.25,2.83
12,2027,23,42,7.25,2.83
1,2028,23,42,7.25,2.83
2,2028,23,42,7.25,2.83
3,2028,23,42,7.25,2.83
4,2028,23,42,7.25,2.83
5,2028,23,42,7.25,2.83
6,2028,23,42,7.25,2.83
7,2028,23,42,7.25,2.83
8,2028,23,42,7.25,2.83
9,2028,23,42,7.25,2.83
10,2028,23,42,7.25,2.83
11,2028,23,42,7.25,2.83
12,2028,23,42,7.25,2.83
1,2029,23,42,7.25,2.83
2,2029,23,42,7.25,2.83
3,2029,23,42,7.25,2.83
4,2029,23,42,7.25,2.83
5,2029,23,42,7.25,2.83
6,2029,23,42,7.25,2.83
7,2029,23,42,7.25,2.83
8,2029,23,42,7.25,2.83
9,2029,23,42,7.25,2.83
10,2029,23,42,7.25,2.83
11,2029,23,42,7.25,2.83
12,2029,23,42,7.25,2.83
1,2009,31,39,7.3,3.65
2,2009,31,39,7.3,3.65
3,2009,31,39,7.3,3.65
4,2009,31,39,7.3,3.65
5,2009,31,39,7.3,3.65
6,2009,31,39,7.3,3.65
7,2009,31,39,7.3,3.65
8,2009,31,39,7.3,3.65
9,2009,31,39,7.3,3.65
10,2009,31,39,7.3,3.65
11,2009,31,39,7.3,3.65
12,2009,31,39,7.3,3.65
1,2010,31,39,7.3,3.65
2,2010,31,39,7.3,3.65
3,2010,31,39,7.3,3.65
4,2010,31,39,7.3,3.65
5,2010,31,39,7.3,3.65
6,2010,31,39,7.3,3.65
7,2010,31,39,7.3,3.65
8,2010,31,39,7.3,3.65
9,2010,31,39,7.3,3.65
10,2010,31,39,7.3,3.65
11,2010,31,39,7.3,3.65
12,2010,31,39,7.3,3.65
1,2011,31,39,7.4,3.7
2,2011,31,39,7.4,3.7
3,2011,31,39,7.4,3.7
4,2011,31,39,7.4,3.7
5,2011,31,39,7.4,3.7
6,2011,31,39,7.4,3.7
7,2011,31,39,7.4,3.7
8,2011,31,39,7.4,3.7
9,2011,31,39,7.4,3.7
10,2011,31,39,7.4,3.7
11,2011,31,39,7.4,3.7
12,2011,31,39,7.4,3.7
1,2012,31,39,7.7,3.85
2,2012,31,39,7.7,3.85
3,2012,31,39,7.7,3.85
4,2012,31,39,7.7,3.85
5,2012,31,39,7.7,3.85
6,2012,31,39,7.7,3.85
7,2012,31,39,7.7,3.85
8,2012,31,39,7.7,3.85
9,2012,31,39,7.7,3.85
10,2012,31,39,7.7,3.85
11,2012,31,39,7.7,3.85
12,2012,31,39,7.7,3.85
1,2013,31,39,7.85,3.925
2,2013,31,39,7.85,3.925
3,2013,31,39,7.85,3.925
4,2013,31,39,7.85,3.925
5,2013,31,39,7.85,3.925
6,2013,31,39,7.85,3.925
7,2013,31,39,7.85,3.925
8,2013,31,39,7.85,3.925
9,2013,31,39,7.85,3.925
10,2013,31,39,7.85,3.925
11,2013,31,39,7.85,3.925
12,2013,31,39,7.85,3.925
1,2014,31,39,7.95,3.975
2,2014,31,39,7.95,3.975
3,2014,31,39,7.95,3.975
4,2014,31,39,7.95,3.975
5,2014,31,39,7.95,3.975
6,2014,31,39,7.95,3.975
7,2014,31,39,7.95,3.975
8,2014,31,39,7.95,3.975
9,2014,31,39,7.95,3.975
10,2014,31,39,7.95,3.975
11,2014,31,39,7.95,3.975
12,2014,31,39,7.95,3.975
1,2015,31,39,8.1,4.05
2,2015,31,39,8.1,4.05
3,2015,31,39,8.1,4.05
4,2015,31,39,8.1,4.05
5,2015,31,39,8.1,4.05
6,2015,31,39,8.1,4.05
7,2015,31,39,8.1,4.05
8,2015,31,39,8.1,4.05
9,2015,31,39,8.1,4.05
10,2015,31,39,8.1,4.05
11,2015,31,39,8.1,4.05
12,2015,31,39,8.1,4.05
1,2016,31,39,8.1,4.05
2,2016,31,39,8.1,4.05
3,2016,31,39,8.1,4.05
4,2016,31,39,8.1,4.05
5,2016,31,39,8.1,4.05
6,2016,31,39,8.1,4.05
7,2016,31,39,8.1,4.05
8,2016,31,39,8.1,4.05
9,2016,31,39,8.1,4.05
10,2016,31,39,8.1,4.05
11,2016,31,39,8.1,4.05
12,2016,31,39,8.1,4.05
1,2017,31,39,8.15,4.075
2,2017,31,39,8.15,4.075
3,2017,31,39,8.15,4.075
4,2017,31,39,8.15,4.075
5,2017,31,39,8.15,4.075
6,2017,31,39,8.15,4.075
7,2017,31,39,8.15,4.075
8,2017,31,39,8.15,4.075
9,2017,31,39,8.15,4.075
10,2017,31,39,8.15,4.075
11,2017,31,39,8.15,4.075
12,2017,31,39,8.15,4.075
1,2018,31,39,8.3,4.15
2,2018,31,39,8.3,4.15
3,2018,31,39,8.3,4.15
4,2018,31,39,8.3,4.15
5,2018,31,39,8.3,4.15
6,2018,31,39,8.3,4.15
7,2018,31,39,8.3,4.15
8,2018,31,39,8.3,4.15
9,2018,31,39,8.3,4.15
10,2018,31,39,8.3,4.15
11,2018,31,39,8.3,4.15
12,2018,31,39,8.3,4.15
1,2019,31,39,8.55,4.3
2,2019,31,39,8.55,4.3
3,2019,31,39,8.55,4.3
4,2019,31,39,8.55,4.3
5,2019,31,39,8.55,4.3
6,2019,31,39,8.55,4.3
7,2019,31,39,8.55,4.3
8,2019,31,39,8.55,4.3
9,2019,31,39,8.55,4.3
10,2019,31,39,8.55,4.3
11,2019,31,39,8.55,4.3
12,2019,31,39,8.55,4.3
1,2020,31,39,8.7,4.35
2,2020,31,39,8.7,4.35
3,2020,31,39,8.7,4.35
4,2020,31,39,8.7,4.35
5,2020,31,39,8.7,4.35
6,2020,31,39,8.7,4.35
7,2020,31,39,8.7,4.35
8,2020,31,39,8.7,4.35
9,2020,31,39,8.7,4.35
10,2020,31,39,8.7,4.35
11,2020,31,39,8.7,4.35
12,2020,31,39,8.7,4.35
1,2021,31,39,8.8,4.4
2,2021,31,39,8.8,4.4
3,2021,31,39,8.8,4.4
4,2021,31,39,8.8,4.4
5,2021,31,39,8.8,4.4
6,2021,31,39,8.8,4.4
7,2021,31,39,8.8,4.4
8,2021,31,39,8.8,4.4
9,2021,31,39,8.8,4.4
10,2021,31,39,8.8,4.4
11,2021,31,39,8.8,4.4
12,2021,31,39,8.8,4.4
1,2022,31,39,8.95,4.475
2,2022,31,39,8.95,4.475
3,2022,31,39,8.95,4.475
4,2022,31,39,8.95,4.475
5,2022,31,39,8.95,4.475
6,2022,31,39,8.95,4.475
7,2022,31,39,8.95,4.475
8,2022,31,39,8.95,4.475
9,2022,31,39,8.95,4.475
10,2022,31,39,8.95,4.475
11,2022,31,39,8.95,4.475
12,2022,31,39,8.95,4.475
1,2023,31,39,9.1,4.55
2,2023,31,39,9.1,4.55
3,2023,31,39,9.1,4.55
4,2023,31,39,9.1,4.55
5,2023,31,39,9.1,4.55
6,2023,31,39,9.1,4.55
7,2023,31,39,9.1,4.55
8,2023,31,39,9.1,4.55
9,2023,31,39,9.1,4.55
10,2023,31,39,9.1,4.55
11,2023,31,39,9.1,4.55
12,2023,31,39,9.1,4.55
1,2024,31,39,9.3,4.65
2,2024,31,39,9.3,4.65
3,2024,31,39,9.3,4.65
4,2024,31,39,9.3,4.65
5,2024,31,39,9.3,4.65
6,2024,31,39,9.3,4.65
7,2024,31,39,9.3,4.65
8,2024,31,39,9.3,4.65
9,2024,31,39,9.3,4.65
10,2024,31,39,9.3,4.65
11,2024,31,39,9.3,4.65
12,2024,31,39,9.3,4.65
1,2025,31,39,9.5,4.75
2,2025,31,39,9.5,4.75
3,2025,31,39,9.5,4.75
4,2025,31,39,9.5,4.75
5,2025,31,39,9.5,4.75
6,2025,31,39,9.5,4.75
7,2025,31,39,9.5,4.75
8,2025,31,39,9.5,4.75
9,2025,31,39,9.5,4.75
10,2025,31,39,9.5,4.75
11,2025,31,39,9.5,4.75
12,2025,31,39,9.5,4.75
1,2026,31,39,9.7,4.85
2,2026,31,39,9.7,4.85
3,2026,31,39,9.7,4.85
4,2026,31,39,9.7,4.85
5,2026,31,39,9.7,4.85
6,2026,31,39,9.7,4.85
7,2026,31,39,9.7,4.85
8,2026,31,39,9.7,4.85
9,2026,31,39,9.7,4.85
10,2026,31,39,9.7,4.85
11,2026,31,39,9.7,4.85
12,2026,31,39,9.7,4.85
1,2027,31,39,9.9,4.95
2,2027,31,39,9.9,4.95
3,2027,31,39,9.9,4.95
4,2027,31,39,9.9,4.95
5,2027,31,39,9.9,4.95
6,2027,31,39,9.9,4.95
7,2027,31,39,9.9,4.95
8,2027,31,39,9.9,4.95
9,2027,31,39,9.9,4.95
10,2027,31,39,9.9,4.95
11,2027,31,39,9.9,4.95
12,2027,31,39,9.9,4.95
1,2028,31,39,10.1,5.05
2,2028,31,39,10.1,5.05
3,2028,31,39,10.1,5.05
4,2028,31,39,10.1,5.05
5,2028,31,39,10.1,5.05
6,2028,31,39,10.1,5.05
7,2028,31,39,10.1,5.05
8,2028,31,39,10.1,5.05
9,2028,31,39,10.1,5.05
10,2028,31,39,10.1,5.05
11,2028,31,39,10.1,5.05
12,2028,31,39,10.1,5.05
1,2029,31,39,10.3,5.15
2,2029,31,39,10.3,5.15
3,2029,31,39,10.3,5.15
4,2029,31,39,10.3,5.15
5,2029,31,39,10.3,5.15
6,2029,31,39,10.3,5.15
7,2029,31,39,10.3,5.15
8,2029,31,39,10.3,5.15
9,2029,31,39,10.3,5.15
10,2029,31,39,10.3,5.15
11,2029,31,39,10.3,5.15
12,2029,31,39,10.3,5.15
1,2009,32,18,6.55,2.13
2,2009,32,18,6.55,2.13
3,2009,32,18,6.55,2.13
4,2009,32,18,6.55,2.13
5,2009,32,18,6.55,2.13
6,2009,32,18,6.55,2.13
7,2009,32,18,7.25,2.13
8,2009,32,18,7.25,2.13
9,2009,32,18,7.25,2.13
10,2009,32,18,7.25,2.13
11,2009,32,18,7.25,2.13
12,2009,32,18,7.25,2.13
1,2010,32,18,7.25,2.13
2,2010,32,18,7.25,2.13
3,2010,32,18,7.25,2.13
4,2010,32,18,7.25,2.13
5,2010,32,18,7.25,2.13
6,2010,32,18,7.25,2.13
7,2010,32,18,7.25,2.13
8,2010,32,18,7.25,2.13
9,2010,32,18,7.25,2.13
10,2010,32,18,7.25,2.13
11,2010,32,18,7.25,2.13
12,2010,32,18,7.25,2.13
1,2011,32,18,7.25,2.13
2,2011,32,18,7.25,2.13
3,2011,32,18,7.25,2.13
4,2011,32,18,7.25,2.13
5,2011,32,18,7.25,2.13
6,2011,32,18,7.25,2.13
7,2011,32,18,7.25,2.13
8,2011,32,18,7.25,2.13
9,2011,32,18,7.25,2.13
10,2011,32,18,7.25,2.13
11,2011,32,18,7.25,2.13
12,2011,32,18,7.25,2.13
1,2012,32,18,7.25,2.13
2,2012,32,18,7.25,2.13
3,2012,32,18,7.25,2.13
4,2012,32,18,7.25,2.13
5,2012,32,18,7.25,2.13
6,2012,32,18,7.25,2.13
7,2012,32,18,7.25,2.13
8,2012,32,18,7.25,2.13
9,2012,32,18,7.25,2.13
10,2012,32,18,7.25,2.13
11,2012,32,18,7.25,2.13
12,2012,32,18,7.25,2.13
1,2013,32,18,7.25,2.13
2,2013,32,18,7.25,2.13
3,2013,32,18,7.25,2.13
4,2013,32,18,7.25,2.13
5,2013,32,18,7.25,2.13
6,2013,32,18,7.25,2.13
7,2013,32,18,7.25,2.13
8,2013,32,18,7.25,2.13
9,2013,32,18,7.25,2.13
10,2013,32,18,7.25,2.13
11,2013,32,18,7.25,2.13
12,2013,32,18,7.25,2.13
1,2014,32,18,7.25,2.13
2,2014,32,18,7.25,2.13
3,2014,32,18,7.25,2.13
4,2014,32,18,7.25,2.13
5,2014,32,18,7.25,2.13
6,2014,32,18,7.25,2.13
7,2014,32,18,7.25,2.13
8,2014,32,18,7.25,2.13
9,2014,32,18,7.25,2.13
10,2014,32,18,7.25,2.13
11,2014,32,18,7.25,2.13
12,2014,32,18,7.25,2.13
1,2015,32,18,7.25,2.13
2,2015,32,18,7.25,2.13
3,2015,32,18,7.25,2.13
4,2015,32,18,7.25,2.13
5,2015,32,18,7.25,2.13
6,2015,32,18,7.25,2.13
7,2015,32,18,7.25,2.13
8,2015,32,18,7.25,2.13
9,2015,32,18,7.25,2.13
10,2015,32,18,7.25,2.13
11,2015,32,18,7.25,2.13
12,2015,32,18,7.25,2.13
1,2016,32,18,7.25,2.13
2,2016,32,18,7.25,2.13
3,2016,32,18,7.25,2.13
4,2016,32,18,7.25,2.13
5,2016,32,18,7.25,2.13
6,2016,32,18,7.25,2.13
7,2016,32,18,7.25,2.13
8,2016,32,18,7.25,2.13
9,2016,32,18,7.25,2.13
10,2016,32,18,7.25,2.13
11,2016,32,18,7.25,2.13
12,2016,32,18,7.25,2.13
1,2017,32,18,7.25,2.13
2,2017,32,18,7.25,2.13
3,2017,32,18,7.25,2.13
4,2017,32,18,7.25,2.13
5,2017,32,18,7.25,2.13
6,2017,32,18,7.25,2.13
7,2017,32,18,7.25,2.13
8,2017,32,18,7.25,2.13
9,2017,32,18,7.25,2.13
10,2017,32,18,7.25,2.13
11,2017,32,18,7.25,2.13
12,2017,32,18,7.25,2.13
1,2018,32,18,7.25,2.13
2,2018,32,18,7.25,2.13
3,2018,32,18,7.25,2.13
4,2018,32,18,7.25,2.13
5,2018,32,18,7.25,2.13
6,2018,32,18,7.25,2.13
7,2018,32,18,7.25,2.13
8,2018,32,18,7.25,2.13
9,2018,32,18,7.25,2.13
10,2018,32,18,7.25,2.13
11,2018,32,18,7.25,2.13
12,2018,32,18,7.25,2.13
1,2019,32,18,7.25,2.13
2,2019,32,18,7.25,2.13
3,2019,32,18,7.25,2.13
4,2019,32,18,7.25,2.13
5,2019,32,18,7.25,2.13
6,2019,32,18,7.25,2.13
7,2019,32,18,7.25,2.13
8,2019,32,18,7.25,2.13
9,2019,32,18,7.25,2.13
10,2019,32,18,7.25,2.13
11,2019,32,18,7.25,2.13
12,2019,32,18,7.25,2.13
1,2020,32,18,7.25,2.13
2,2020,32,18,7.25,2.13
3,2020,32,18,7.25,2.13
4,2020,32,18,7.25,2.13
5,2020,32,18,7.25,2.13
6,2020,32,18,7.25,2.13
7,2020,32,18,7.25,2.13
8,2020,32,18,7.25,2.13
9,2020,32,18,7.25,2.13
10,2020,32,18,7.25,2.13
11,2020,32,18,7.25,2.13
12,2020,32,18,7.25,2.13
1,2021,32,18,7.25,2.13
2,2021,32,18,7.25,2.13
3,2021,32,18,7.25,2.13
4,2021,32,18,7.25,2.13
5,2021,32,18,7.25,2.13
6,2021,32,18,7.25,2.13
7,2021,32,18,7.25,2.13
8,2021,32,18,7.25,2.13
9,2021,32,18,7.25,2.13
10,2021,32,18,7.25,2.13
11,2021,32,18,7.25,2.13
12,2021,32,18,7.25,2.13
1,2022,32,18,7.25,2.13
2,2022,32,18,7.25,2.13
3,2022,32,18,7.25,2.13
4,2022,32,18,7.25,2.13
5,2022,32,18,7.25,2.13
6,2022,32,18,7.25,2.13
7,2022,32,18,7.25,2.13
8,2022,32,18,7.25,2.13
9,2022,32,18,7.25,2.13
10,2022,32,18,7.25,2.13
11,2022,32,18,7.25,2.13
12,2022,32,18,7.25,2.13
1,2023,32,18,7.25,2.13
2,2023,32,18,7.25,2.13
3,2023,32,18,7.25,2.13
4,2023,32,18,7.25,2.13
5,2023,32,18,7.25,2.13
6,2023,32,18,7.25,2.13
7,2023,32,18,7.25,2.13
8,2023,32,18,7.25,2.13
9,2023,32,18,7.25,2.13
10,2023,32,18,7.25,2.13
11,2023,32,18,7.25,2.13
12,2023,32,18,7.25,2.13
1,2024,32,18,7.25,2.13
2,2024,32,18,7.25,2.13
3,2024,32,18,7.25,2.13
4,2024,32,18,7.25,2.13
5,2024,32,18,7.25,2.13
6,2024,32,18,7.25,2.13
7,2024,32,18,7.25,2.13
8,2024,32,18,7.25,2.13
9,2024,32,18,7.25,2.13
10,2024,32,18,7.25,2.13
11,2024,32,18,7.25,2.13
12,2024,32,18,7.25,2.13
1,2025,32,18,7.25,2.13
2,2025,32,18,7.25,2.13
3,2025,32,18,7.25,2.13
4,2025,32,18,7.25,2.13
5,2025,32,18,7.25,2.13
6,2025,32,18,7.25,2.13
7,2025,32,18,7.25,2.13
8,2025,32,18,7.25,2.13
9,2025,32,18,7.25,2.13
10,2025,32,18,7.25,2.13
11,2025,32,18,7.25,2.13
12,2025,32,18,7.25,2.13
1,2026,32,18,7.25,2.13
2,2026,32,18,7.25,2.13
3,2026,32,18,7.25,2.13
4,2026,32,18,7.25,2.13
5,2026,32,18,7.25,2.13
6,2026,32,18,7.25,2.13
7,2026,32,18,7.25,2.13
8,2026,32,18,7.25,2.13
9,2026,32,18,7.25,2.13
10,2026,32,18,7.25,2.13
11,2026,32,18,7.25,2.13
12,2026,32,18,7.25,2.13
1,2027,32,18,7.25,2.13
2,2027,32,18,7.25,2.13
3,2027,32,18,7.25,2.13
4,2027,32,18,7.25,2.13
5,2027,32,18,7.25,2.13
6,2027,32,18,7.25,2.13
7,2027,32,18,7.25,2.13
8,2027,32,18,7.25,2.13
9,2027,32,18,7.25,2.13
10,2027,32,18,7.25,2.13
11,2027,32,18,7.25,2.13
12,2027,32,18,7.25,2.13
1,2028,32,18,7.25,2.13
2,2028,32,18,7.25,2.13
3,2028,32,18,7.25,2.13
4,2028,32,18,7.25,2.13
5,2028,32,18,7.25,2.13
6,2028,32,18,7.25,2.13
7,2028,32,18,7.25,2.13
8,2028,32,18,7.25,2.13
9,2028,32,18,7.25,2.13
10,2028,32,18,7.25,2.13
11,2028,32,18,7.25,2.13
12,2028,32,18,7.25,2.13
1,2029,32,18,7.25,2.13
2,2029,32,18,7.25,2.13
3,2029,32,18,7.25,2.13
4,2029,32,18,7.25,2.13
5,2029,32,18,7.25,2.13
6,2029,32,18,7.25,2.13
7,2029,32,18,7.25,2.13
8,2029,32,18,7.25,2.13
9,2029,32,18,7.25,2.13
10,2029,32,18,7.25,2.13
11,2029,32,18,7.25,2.13
12,2029,32,18,7.25,2.13
1,2009,33,17,8,4.8
2,2009,33,17,8,4.8
3,2009,33,17,8,4.8
4,2009,33,17,8,4.8
5,2009,33,17,8,4.8
6,2009,33,17,8,4.8
7,2009,33,17,8,4.8
8,2009,33,17,8,4.8
9,2009,33,17,8,4.8
10,2009,33,17,8,4.8
11,2009,33,17,8,4.8
12,2009,33,17,8,4.8
1,2010,33,17,8,4.8
2,2010,33,17,8,4.8
3,2010,33,17,8,4.8
4,2010,33,17,8,4.8
5,2010,33,17,8,4.8
6,2010,33,17,8,4.8
7,2010,33,17,8.25,4.95
8,2010,33,17,8.25,4.95
9,2010,33,17,8.25,4.95
10,2010,33,17,8.25,4.95
11,2010,33,17,8.25,4.95
12,2010,33,17,8.25,4.95
1,2011,33,17,8.25,4.95
2,2011,33,17,8.25,4.95
3,2011,33,17,8.25,4.95
4,2011,33,17,8.25,4.95
5,2011,33,17,8.25,4.95
6,2011,33,17,8.25,4.95
7,2011,33,17,8.25,4.95
8,2011,33,17,8.25,4.95
9,2011,33,17,8.25,4.95
10,2011,33,17,8.25,4.95
11,2011,33,17,8.25,4.95
12,2011,33,17,8.25,4.95
1,2012,33,17,8.25,4.95
2,2012,33,17,8.25,4.95
3,2012,33,17,8.25,4.95
4,2012,33,17,8.25,4.95
5,2012,33,17,8.25,4.95
6,2012,33,17,8.25,4.95
7,2012,33,17,8.25,4.95
8,2012,33,17,8.25,4.95
9,2012,33,17,8.25,4.95
10,2012,33,17,8.25,4.95
11,2012,33,17,8.25,4.95
12,2012,33,17,8.25,4.95
1,2013,33,17,8.25,4.95
2,2013,33,17,8.25,4.95
3,2013,33,17,8.25,4.95
4,2013,33,17,8.25,4.95
5,2013,33,17,8.25,4.95
6,2013,33,17,8.25,4.95
7,2013,33,17,8.25,4.95
8,2013,33,17,8.25,4.95
9,2013,33,17,8.25,4.95
10,2013,33,17,8.25,4.95
11,2013,33,17,8.25,4.95
12,2013,33,17,8.25,4.95
1,2014,33,17,8.25,4.95
2,2014,33,17,8.25,4.95
3,2014,33,17,8.25,4.95
4,2014,33,17,8.25,4.95
5,2014,33,17,8.25,4.95
6,2014,33,17,8.25,4.95
7,2014,33,17,8.25,4.95
8,2014,33,17,8.25,4.95
9,2014,33,17,8.25,4.95
10,2014,33,17,8.25,4.95
11,2014,33,17,8.25,4.95
12,2014,33,17,8.25,4.95
1,2015,33,17,8.25,4.95
2,2015,33,17,8.25,4.95
3,2015,33,17,8.25,4.95
4,2015,33,17,8.25,4.95
5,2015,33,17,8.25,4.95
6,2015,33,17,8.25,4.95
7,2015,33,17,8.25,4.95
8,2015,33,17,8.25,4.95
9,2015,33,17,8.25,4.95
10,2015,33,17,8.25,4.95
11,2015,33,17,8.25,4.95
12,2015,33,17,8.25,4.95
1,2016,33,17,8.25,4.95
2,2016,33,17,8.25,4.95
3,2016,33,17,8.25,4.95
